"obshtkod","obshtina","godina","nastrw"
"SFO55","Пирдоп",2004,9009
"SFO55","Пирдоп",2005,8948
"SFO55","Пирдоп",2006,8885
"SFO55","Пирдоп",2007,8776
"SFO55","Пирдоп",2008,8692
"SFO55","Пирдоп",2009,8621
"SFO55","Пирдоп",2010,8501
"SFO55","Пирдоп",2011,8242
"SFO55","Пирдоп",2012,8170
"SFO55","Пирдоп",2013,8062
"SFO55","Пирдоп",2014,7919
"SFO55","Пирдоп",2015,7769
"SFO55","Пирдоп",2016,7658
"SFO55","Пирдоп",2017,7526
"SFO55","Пирдоп",2018,7388
"SFO34","Правец",2000,9802
"SFO34","Правец",2001,8861
"SFO34","Правец",2002,8802
"SFO34","Правец",2003,8962
"SFO34","Правец",2004,8878
"SFO34","Правец",2005,8851
"SFO34","Правец",2006,8836
"SFO34","Правец",2007,8813
"SFO34","Правец",2008,8753
"SFO34","Правец",2009,8831
"SFO34","Правец",2010,8699
"SFO34","Правец",2011,7543
"SFO34","Правец",2012,7520
"SFO34","Правец",2013,7510
"SFO34","Правец",2014,7430
"SFO34","Правец",2015,7363
"SFO34","Правец",2016,7274
"SFO34","Правец",2017,7219
"SFO34","Правец",2018,7145
"SFO39","Самоков",2000,40319
"SFO39","Самоков",2001,41884
"SFO39","Самоков",2002,41199
"SFO39","Самоков",2003,40525
"SFO39","Самоков",2004,39864
"SFO39","Самоков",2005,39332
"SFO39","Самоков",2006,38981
"SFO39","Самоков",2007,38773
"SFO39","Самоков",2008,38403
"SFO39","Самоков",2009,38177
"SFO39","Самоков",2010,37726
"SFO39","Самоков",2011,37739
"SFO39","Самоков",2012,37331
"SFO39","Самоков",2013,36963
"SFO39","Самоков",2014,36449
"SFO39","Самоков",2015,36344
"SFO39","Самоков",2016,35871
"SFO39","Самоков",2017,35414
"SFO39","Самоков",2018,35063
"SFO43","Своге",2000,22944
"SFO43","Своге",2001,25036
"SFO43","Своге",2002,24807
"SFO43","Своге",2003,24451
"SFO43","Своге",2004,24132
"SFO43","Своге",2005,23836
"SFO43","Своге",2006,23607
"SFO43","Своге",2007,23251
"SFO43","Своге",2008,22951
"SFO43","Своге",2009,22640
"SFO43","Своге",2010,22175
"SFO43","Своге",2011,22039
"SFO43","Своге",2012,21622
"SFO43","Своге",2013,21252
"SFO43","Своге",2014,20784
"SFO43","Своге",2015,20381
"SFO43","Своге",2016,20008
"SFO43","Своге",2017,19640
"SFO43","Своге",2018,19370
"SFO45","Сливница",2000,10687
"SFO45","Сливница",2001,10299
"SFO45","Сливница",2002,10242
"SFO45","Сливница",2003,10064
"SFO45","Сливница",2004,9965
"SFO45","Сливница",2005,9870
"SFO45","Сливница",2006,9816
"SFO45","Сливница",2007,9697
"SFO45","Сливница",2008,9584
"SFO45","Сливница",2009,9508
"SFO45","Сливница",2010,9401
"SFO45","Сливница",2011,9556
"SFO45","Сливница",2012,9392
"SFO45","Сливница",2013,9256
"SFO45","Сливница",2014,9149
"SFO45","Сливница",2015,9135
"SFO45","Сливница",2016,8999
"SFO45","Сливница",2017,8911
"SFO45","Сливница",2018,8801
"SFO57","Чавдар",2000,1312
"SFO57","Чавдар",2001,1403
"SFO57","Чавдар",2002,1402
"SFO57","Чавдар",2003,1405
"SFO57","Чавдар",2004,1397
"SFO57","Чавдар",2005,1420
"SFO57","Чавдар",2006,1406
"SFO57","Чавдар",2007,1405
"SFO57","Чавдар",2008,1362
"SFO57","Чавдар",2009,1347
"SFO57","Чавдар",2010,1318
"SFO57","Чавдар",2011,1262
"SFO57","Чавдар",2012,1252
"SFO57","Чавдар",2013,1234
"SFO57","Чавдар",2014,1215
"SFO57","Чавдар",2015,1216
"SFO57","Чавдар",2016,1178
"SFO57","Чавдар",2017,1174
"SFO57","Чавдар",2018,1151
"SFO58","Челопеч",2000,1297
"SFO58","Челопеч",2001,1719
"SFO58","Челопеч",2002,1694
"SFO58","Челопеч",2003,1696
"SFO58","Челопеч",2004,1711
"SFO58","Челопеч",2005,1740
"SFO58","Челопеч",2006,1752
"SFO58","Челопеч",2007,1742
"SFO58","Челопеч",2008,1751
"SFO58","Челопеч",2009,1720
"SFO58","Челопеч",2010,1699
"SFO58","Челопеч",2011,1473
"SFO58","Челопеч",2012,1478
"SFO58","Челопеч",2013,1471
"SFO58","Челопеч",2014,1492
"SFO58","Челопеч",2015,1568
"SFO58","Челопеч",2016,1556
"SFO58","Челопеч",2017,1535
"SFO58","Челопеч",2018,1526
"SOF46","Столична",2000,1222180
"SOF46","Столична",2001,1178579
"SOF46","Столична",2002,1194164
"SOF46","Столична",2003,1208930
"SOF46","Столична",2004,1221157
"SOF46","Столична",2005,1231622
"SOF46","Столична",2006,1237891
"SOF46","Столична",2007,1240788
"SOF46","Столична",2008,1247059
"SOF46","Столична",2009,1249798
"SOF46","Столична",2010,1259446
"SOF46","Столична",2011,1296615
"SOF46","Столична",2012,1302316
"SOF46","Столична",2013,1309634
"SOF46","Столична",2014,1316557
"SOF46","Столична",2015,1319804
"SOF46","Столична",2016,1323637
"SOF46","Столична",2017,1325429
"SOF46","Столична",2018,1328120
"KRZ02","Ардино",2000,17898
"KRZ02","Ардино",2001,13492
"KRZ02","Ардино",2002,13410
"KRZ02","Ардино",2003,13236
"KRZ02","Ардино",2004,13102
"KRZ02","Ардино",2005,12916
"KRZ02","Ардино",2006,12686
"KRZ02","Ардино",2007,12503
"KRZ02","Ардино",2008,12368
"KRZ02","Ардино",2009,12128
"KRZ02","Ардино",2010,12282
"KRZ02","Ардино",2011,11476
"KRZ02","Ардино",2012,11412
"KRZ02","Ардино",2013,11286
"KRZ02","Ардино",2014,11956
"KRZ02","Ардино",2015,12377
"KRZ02","Ардино",2016,12424
"KRZ02","Ардино",2017,12630
"KRZ02","Ардино",2018,12792
"KRZ08","Джебел",2000,11038
"KRZ08","Джебел",2001,8613
"KRZ08","Джебел",2002,8571
"KRZ08","Джебел",2003,8568
"KRZ08","Джебел",2004,8500
"KRZ08","Джебел",2005,8427
"KRZ08","Джебел",2006,8388
"KRZ08","Джебел",2007,8384
"KRZ08","Джебел",2008,8348
"KRZ08","Джебел",2009,8295
"KRZ08","Джебел",2010,8201
"KRZ08","Джебел",2011,8166
"KRZ08","Джебел",2012,8160
"KRZ08","Джебел",2013,8163
"KRZ08","Джебел",2014,8248
"KRZ08","Джебел",2015,8205
"KRZ08","Джебел",2016,8226
"KRZ08","Джебел",2017,8253
"KRZ08","Джебел",2018,8441
"KRZ14","Кирково",2000,32313
"KRZ14","Кирково",2001,24005
"KRZ14","Кирково",2002,23722
"KRZ14","Кирково",2003,23421
"KRZ14","Кирково",2004,23227
"KRZ14","Кирково",2005,22875
"KRZ14","Кирково",2006,22605
"KRZ14","Кирково",2007,22330
"KRZ14","Кирково",2008,22131
"KRZ14","Кирково",2009,21926
"KRZ14","Кирково",2010,21626
"KRZ14","Кирково",2011,21701
"KRZ14","Кирково",2012,21582
"KRZ14","Кирково",2013,21304
"KRZ14","Кирково",2014,21535
"KRZ14","Кирково",2015,21258
"KRZ14","Кирково",2016,21129
"KRZ14","Кирково",2017,21044
"KRZ14","Кирково",2018,21254
"KRZ15","Крумовград",2000,30143
"KRZ15","Крумовград",2001,19792
"KRZ15","Крумовград",2002,19549
"KRZ15","Крумовград",2003,19347
"KRZ15","Крумовград",2004,19107
"KRZ15","Крумовград",2005,18836
"KRZ15","Крумовград",2006,18594
"KRZ15","Крумовград",2007,18374
"KRZ15","Крумовград",2008,18198
"KRZ15","Крумовград",2009,17985
"KRZ15","Крумовград",2010,17574
"KRZ15","Крумовград",2011,17662
"KRZ15","Крумовград",2012,17454
"KRZ15","Крумовград",2013,17269
"KRZ15","Крумовград",2014,17398
"KRZ15","Крумовград",2015,17139
"KRZ15","Крумовград",2016,16937
"KRZ15","Крумовград",2017,16921
"KRZ15","Крумовград",2018,17081
"KRZ16","Кърджали",2000,76903
"KRZ16","Кърджали",2001,69845
"KRZ16","Кърджали",2002,69694
"KRZ16","Кърджали",2003,69274
"KRZ16","Кърджали",2004,68956
"KRZ16","Кърджали",2005,68789
"KRZ16","Кърджали",2006,68676
"KRZ16","Кърджали",2007,68740
"KRZ16","Кърджали",2008,68814
"KRZ16","Кърджали",2009,68535
"KRZ16","Кърджали",2010,68406
"KRZ16","Кърджали",2011,67336
"KRZ16","Кърджали",2012,67257
"KRZ16","Кърджали",2013,67288
"KRZ16","Кърджали",2014,67794
"KRZ16","Кърджали",2015,67619
"KRZ16","Кърджали",2016,67667
"KRZ16","Кърджали",2017,67871
"KRZ16","Кърджали",2018,68727
"KRZ21","Момчилград",2000,21122
"KRZ21","Момчилград",2001,17126
"KRZ21","Момчилград",2002,16961
"KRZ21","Момчилград",2003,16861
"KRZ21","Момчилград",2004,16799
"KRZ21","Момчилград",2005,16657
"KRZ21","Момчилград",2006,16562
"KRZ21","Момчилград",2007,16434
"KRZ21","Момчилград",2008,16354
"KRZ21","Момчилград",2009,16190
"KRZ21","Момчилград",2010,15956
"KRZ21","Момчилград",2011,16155
"KRZ21","Момчилград",2012,16050
"KRZ21","Момчилград",2013,15949
"KRZ21","Момчилград",2014,15906
"KRZ21","Момчилград",2015,15690
"KRZ21","Момчилград",2016,15553
"KRZ21","Момчилград",2017,15591
"KRZ21","Момчилград",2018,15787
"KRZ35","Черноочене",2000,11943
"KRZ35","Черноочене",2001,10468
"KRZ35","Черноочене",2002,10425
"KRZ35","Черноочене",2003,10295
"KRZ35","Черноочене",2004,10187
"KRZ35","Черноочене",2005,10041
"KRZ35","Черноочене",2006,9952
"KRZ35","Черноочене",2007,9887
"KRZ35","Черноочене",2008,9795
"KRZ35","Черноочене",2009,9660
"KRZ35","Черноочене",2010,9526
"KRZ35","Черноочене",2011,9513
"KRZ35","Черноочене",2012,9425
"KRZ35","Черноочене",2013,9346
"KRZ35","Черноочене",2014,9216
"KRZ35","Черноочене",2015,9031
"KRZ35","Черноочене",2016,8901
"KRZ35","Черноочене",2017,8803
"KRZ35","Черноочене",2018,8791
"PAZ03","Батак",2000,7310
"PAZ03","Батак",2001,7124
"PAZ03","Батак",2002,7068
"PAZ03","Батак",2003,6925
"PAZ03","Батак",2004,6801
"PAZ03","Батак",2005,6709
"PAZ03","Батак",2006,6593
"PAZ03","Батак",2007,6489
"PAZ03","Батак",2008,6402
"PAZ03","Батак",2009,6331
"PAZ03","Батак",2010,6221
"PAZ03","Батак",2011,6007
"PAZ03","Батак",2012,5918
"PAZ03","Батак",2013,5830
"PAZ03","Батак",2014,5709
"PAZ03","Батак",2015,5616
"PAZ03","Батак",2016,5550
"PAZ03","Батак",2017,5457
"PAZ03","Батак",2018,5368
"PAZ04","Белово",2000,11178
"PAZ04","Белово",2001,10925
"PAZ04","Белово",2002,10572
"PAZ04","Белово",2003,10334
"PAZ04","Белово",2004,10096
"PAZ04","Белово",2005,9903
"PAZ04","Белово",2006,9773
"PAZ04","Белово",2007,9645
"PAZ04","Белово",2008,9459
"PAZ04","Белово",2009,9282
"PAZ04","Белово",2010,9070
"PAZ04","Белово",2011,8772
"PAZ04","Белово",2012,8652
"PAZ04","Белово",2013,8522
"PAZ04","Белово",2014,8313
"PAZ04","Белово",2015,8187
"PAZ04","Белово",2016,7994
"PAZ04","Белово",2017,7806
"PAZ04","Белово",2018,7623
"PAZ06","Брацигово",2000,11347
"PAZ06","Брацигово",2001,11374
"PAZ06","Брацигово",2002,11184
"PAZ06","Брацигово",2003,11121
"PAZ06","Брацигово",2004,10908
"PAZ06","Брацигово",2005,10799
"PAZ06","Брацигово",2006,10654
"PAZ06","Брацигово",2007,10535
"PAZ06","Брацигово",2008,10402
"PAZ06","Брацигово",2009,10290
"PAZ06","Брацигово",2010,10079
"PAZ06","Брацигово",2011,9536
"PAZ06","Брацигово",2012,9418
"PAZ06","Брацигово",2013,9246
"PAZ06","Брацигово",2014,9125
"PAZ06","Брацигово",2015,9037
"PAZ06","Брацигово",2016,8827
"PAZ06","Брацигово",2017,8683
"PAZ06","Брацигово",2018,8530
"PAZ08","Велинград",2000,43591
"PAZ08","Велинград",2001,42665
"PAZ08","Велинград",2002,42416
"PAZ08","Велинград",2003,42306
"PAZ08","Велинград",2004,42029
"PAZ08","Велинград",2005,41906
"PAZ08","Велинград",2006,41899
"PAZ08","Велинград",2007,41753
"PAZ08","Велинград",2008,41718
"PAZ08","Велинград",2009,41613
"PAZ08","Велинград",2010,41366
"PAZ08","Велинград",2011,40595
"PAZ08","Велинград",2012,40390
"PAZ08","Велинград",2013,40148
"PAZ08","Велинград",2014,39785
"PAZ08","Велинград",2015,34511
"PAZ08","Велинград",2016,34281
"PAZ08","Велинград",2017,34045
"PAZ08","Велинград",2018,33787
"PAZ14","Лесичово",2000,6916
"PAZ14","Лесичово",2001,6533
"PAZ14","Лесичово",2002,6438
"PAZ14","Лесичово",2003,6498
"PAZ14","Лесичово",2004,6335
"PAZ14","Лесичово",2005,6217
"PAZ14","Лесичово",2006,6141
"PAZ14","Лесичово",2007,6081
"PAZ14","Лесичово",2008,5906
"PAZ14","Лесичово",2009,5809
"PAZ14","Лесичово",2010,5688
"PAZ14","Лесичово",2011,5397
"PAZ14","Лесичово",2012,5315
"PAZ14","Лесичово",2013,5382
"PAZ14","Лесичово",2014,5356
"PAZ14","Лесичово",2015,5456
"PAZ14","Лесичово",2016,5311
"PAZ14","Лесичово",2017,5224
"PAZ14","Лесичово",2018,5119
"PAZ19","Пазарджик",2000,127566
"PAZ19","Пазарджик",2001,127287
"PAZ19","Пазарджик",2002,126232
"PAZ19","Пазарджик",2003,125165
"PAZ19","Пазарджик",2004,124564
"PAZ19","Пазарджик",2005,123769
"PAZ19","Пазарджик",2006,123324
"PAZ19","Пазарджик",2007,122421
"PAZ19","Пазарджик",2008,122064
"PAZ19","Пазарджик",2009,121366
"PAZ19","Пазарджик",2010,120422
"PAZ19","Пазарджик",2011,114091
"PAZ19","Пазарджик",2012,113365
"PAZ19","Пазарджик",2013,112373
"PAZ19","Пазарджик",2014,111551
"PAZ19","Пазарджик",2015,110302
"PAZ19","Пазарджик",2016,109413
"PAZ19","Пазарджик",2017,108376
"PAZ19","Пазарджик",2018,107505
"PAZ20","Панагюрище",2000,29798
"PAZ20","Панагюрище",2001,29613
"PAZ20","Панагюрище",2002,29092
"PAZ20","Панагюрище",2003,28540
"PAZ20","Панагюрище",2004,27921
"PAZ20","Панагюрище",2005,27450
"PAZ20","Панагюрище",2006,27156
"PAZ20","Панагюрище",2007,26781
"PAZ20","Панагюрище",2008,26476
"PAZ20","Панагюрище",2009,26095
"PAZ20","Панагюрище",2010,25716
"PAZ20","Панагюрище",2011,25003
"PAZ20","Панагюрище",2012,24684
"PAZ20","Панагюрище",2013,24333
"PAZ20","Панагюрище",2014,23921
"PAZ20","Панагюрище",2015,23455
"PAZ20","Панагюрище",2016,23110
"PAZ20","Панагюрище",2017,22813
"PAZ20","Панагюрище",2018,22547
"PAZ21","Пещера",2000,22751
"PAZ21","Пещера",2001,21935
"PAZ21","Пещера",2002,21783
"PAZ21","Пещера",2003,21735
"PAZ21","Пещера",2004,21558
"PAZ21","Пещера",2005,21545
"PAZ21","Пещера",2006,21675
"PAZ21","Пещера",2007,21702
"PAZ21","Пещера",2008,21689
"PAZ21","Пещера",2009,21691
"PAZ21","Пещера",2010,21575
"PAZ21","Пещера",2011,18850
"PAZ21","Пещера",2012,18765
"PAZ21","Пещера",2013,18597
"PAZ21","Пещера",2014,18477
"PAZ21","Пещера",2015,18338
"PAZ21","Пещера",2016,18136
"PAZ21","Пещера",2017,17899
"PAZ21","Пещера",2018,17716
"PAZ24","Ракитово",2000,16119
"PAZ24","Ракитово",2001,15811
"PAZ24","Ракитово",2002,15806
"PAZ24","Ракитово",2003,15770
"PAZ24","Ракитово",2004,15625
"PAZ24","Ракитово",2005,15620
"PAZ24","Ракитово",2006,15597
"PAZ24","Ракитово",2007,15535
"PAZ24","Ракитово",2008,15549
"PAZ24","Ракитово",2009,15482
"PAZ24","Ракитово",2010,15418
"PAZ24","Ракитово",2011,15017
"PAZ24","Ракитово",2012,14977
"PAZ24","Ракитово",2013,14961
"PAZ24","Ракитово",2014,14849
"PAZ24","Ракитово",2015,14706
"PAZ24","Ракитово",2016,14626
"PAZ24","Ракитово",2017,14543
"PAZ24","Ракитово",2018,14479
"PAZ29","Септември",2000,31135
"PAZ29","Септември",2001,29528
"PAZ29","Септември",2002,29328
"PAZ29","Септември",2003,28997
"PAZ29","Септември",2004,28516
"PAZ29","Септември",2005,28175
"PAZ29","Септември",2006,27886
"PAZ29","Септември",2007,27671
"PAZ29","Септември",2008,27459
"PAZ29","Септември",2009,27304
"PAZ29","Септември",2010,27061
"PAZ29","Септември",2011,25711
"PAZ29","Септември",2012,25466
"PAZ29","Септември",2013,25207
"PAZ29","Септември",2014,24797
"PAZ29","Септември",2015,24511
"PAZ29","Септември",2016,24206
"PAZ29","Септември",2017,23860
"PAZ29","Септември",2018,23620
"PAZ32","Стрелча",2000,6140
"PAZ32","Стрелча",2001,5924
"PAZ32","Стрелча",2002,5871
"PAZ32","Стрелча",2003,5855
"PAZ32","Стрелча",2004,5739
"PAZ32","Стрелча",2005,5688
"PAZ32","Стрелча",2006,5583
"PAZ32","Стрелча",2007,5473
"PAZ32","Стрелча",2008,5410
"PAZ32","Стрелча",2009,5351
"PAZ32","Стрелча",2010,5294
"PAZ32","Стрелча",2011,4824
"PAZ32","Стрелча",2012,4771
"PAZ32","Стрелча",2013,4688
"PAZ32","Стрелча",2014,4666
"PAZ32","Стрелча",2015,4691
"PAZ32","Стрелча",2016,4593
"PAZ32","Стрелча",2017,4525
"PAZ32","Стрелча",2018,4473
"PAZ39","Сърница",2015,4820
"PAZ39","Сърница",2016,4767
"PAZ39","Сърница",2017,4734
"PAZ39","Сърница",2018,4712
"PDV01","Асеновград",2000,67803
"PDV01","Асеновград",2001,67164
"PDV01","Асеновград",2002,66988
"PDV01","Асеновград",2003,66779
"PDV01","Асеновград",2004,66511
"PDV01","Асеновград",2005,66340
"PDV01","Асеновград",2006,66081
"PDV01","Асеновград",2007,65854
"PDV01","Асеновград",2008,65577
"PDV01","Асеновград",2009,65222
"PDV01","Асеновград",2010,64647
"PDV01","Асеновград",2011,63713
"PDV01","Асеновград",2012,63239
"PDV01","Асеновград",2013,63052
"PDV01","Асеновград",2014,62685
"PDV01","Асеновград",2015,62235
"PDV01","Асеновград",2016,61751
"PDV01","Асеновград",2017,61334
"PDV01","Асеновград",2018,60769
"PDV07","Брезово",2000,8578
"PDV07","Брезово",2001,8559
"PDV07","Брезово",2002,8162
"PDV07","Брезово",2003,8196
"PDV07","Брезово",2004,8228
"PDV07","Брезово",2005,8255
"PDV07","Брезово",2006,8184
"PDV07","Брезово",2007,8137
"PDV07","Брезово",2008,8054
"PDV07","Брезово",2009,7943
"PDV07","Брезово",2010,7743
"PDV07","Брезово",2011,7203
"PDV07","Брезово",2012,7072
"PDV07","Брезово",2013,6993
"PDV07","Брезово",2014,6848
"PDV07","Брезово",2015,6792
"PDV07","Брезово",2016,6689
"PDV07","Брезово",2017,6479
"PDV07","Брезово",2018,6240
"PDV12","Калояново",2000,13333
"PDV12","Калояново",2001,13464
"PDV12","Калояново",2002,13238
"PDV12","Калояново",2003,13287
"PDV12","Калояново",2004,13092
"PDV12","Калояново",2005,12915
"PDV12","Калояново",2006,12666
"PDV12","Калояново",2007,12774
"PDV12","Калояново",2008,12580
"PDV12","Калояново",2009,12402
"PDV12","Калояново",2010,12270
"PDV12","Калояново",2011,11793
"PDV12","Калояново",2012,11602
"PDV12","Калояново",2013,11478
"PDV12","Калояново",2014,11342
"PDV12","Калояново",2015,11234
"PDV12","Калояново",2016,10994
"PDV12","Калояново",2017,10822
"PDV12","Калояново",2018,10659
"PDV13","Карлово",2000,72384
"PDV13","Карлово",2001,69851
"PDV13","Карлово",2002,69415
"PDV13","Карлово",2003,57845
"PDV13","Карлово",2004,57326
"PDV13","Карлово",2005,56768
"PDV13","Карлово",2006,56236
"PDV13","Карлово",2007,55551
"PDV13","Карлово",2008,55037
"PDV13","Карлово",2009,54459
"PDV13","Карлово",2010,53656
"PDV13","Карлово",2011,51913
"PDV13","Карлово",2012,51558
"PDV13","Карлово",2013,51117
"PDV13","Карлово",2014,50609
"PDV13","Карлово",2015,50016
"PDV13","Карлово",2016,49338
"PDV13","Карлово",2017,48822
"PDV13","Карлово",2018,48277
"PDV39","Кричим",2000,8823
"PDV39","Кричим",2001,8544
"PDV39","Кричим",2002,8642
"PDV39","Кричим",2003,8698
"PDV39","Кричим",2004,8691
"PDV39","Кричим",2005,8669
"PDV39","Кричим",2006,8717
"PDV39","Кричим",2007,8684
"PDV39","Кричим",2008,8650
"PDV39","Кричим",2009,8590
"PDV39","Кричим",2010,8463
"PDV39","Кричим",2011,8370
"PDV39","Кричим",2012,8317
"PDV39","Кричим",2013,8253
"PDV39","Кричим",2014,8190
"PDV39","Кричим",2015,8135
"PDV39","Кричим",2016,8077
"PDV39","Кричим",2017,7991
"PDV39","Кричим",2018,7906
"PDV42","Куклен",2001,6556
"PDV42","Куклен",2002,6579
"PDV42","Куклен",2003,6582
"PDV42","Куклен",2004,6599
"PDV42","Куклен",2005,6572
"PDV42","Куклен",2006,6588
"PDV42","Куклен",2007,6560
"PDV42","Куклен",2008,6546
"PDV42","Куклен",2009,6540
"PDV42","Куклен",2010,6472
"PDV42","Куклен",2011,6418
"PDV42","Куклен",2012,6395
"PDV42","Куклен",2013,6344
"PDV42","Куклен",2014,6337
"PDV42","Куклен",2015,6380
"PDV42","Куклен",2016,6327
"PDV42","Куклен",2017,6259
"PDV42","Куклен",2018,6428
"PDV15","Лъки",2000,4418
"PDV15","Лъки",2001,3974
"PDV15","Лъки",2002,3875
"PDV15","Лъки",2003,3820
"PDV15","Лъки",2004,3749
"PDV15","Лъки",2005,3625
"PDV15","Лъки",2006,3570
"PDV15","Лъки",2007,3546
"PDV15","Лъки",2008,3469
"PDV15","Лъки",2009,3387
"PDV15","Лъки",2010,3306
"PDV15","Лъки",2011,2867
"PDV15","Лъки",2012,2837
"PDV15","Лъки",2013,2790
"PDV15","Лъки",2014,2739
"PDV15","Лъки",2015,2681
"PDV15","Лъки",2016,2638
"PDV15","Лъки",2017,2583
"PDV15","Лъки",2018,2531
"PDV17","Марица",2000,31752
"PDV17","Марица",2001,32045
"PDV17","Марица",2002,32123
"PDV17","Марица",2003,32294
"PDV17","Марица",2004,32170
"PDV17","Марица",2005,32063
"PDV17","Марица",2006,31902
"PDV17","Марица",2007,31716
"PDV17","Марица",2008,31512
"PDV17","Марица",2009,31447
"PDV17","Марица",2010,31451
"PDV17","Марица",2011,32491
"PDV17","Марица",2012,32297
"PDV17","Марица",2013,32008
"PDV17","Марица",2014,31649
"PDV17","Марица",2015,31744
"PDV17","Марица",2016,31471
"PDV17","Марица",2017,31163
"PDV17","Марица",2018,30981
"PDV40","Перущица",2000,5481
"PDV40","Перущица",2001,5385
"PDV40","Перущица",2002,5376
"PDV40","Перущица",2003,5381
"PDV40","Перущица",2004,5359
"PDV40","Перущица",2005,5344
"PDV40","Перущица",2006,5335
"PDV40","Перущица",2007,5239
"PDV40","Перущица",2008,5209
"PDV40","Перущица",2009,5194
"PDV40","Перущица",2010,5149
"PDV40","Перущица",2011,5029
"PDV40","Перущица",2012,4986
"PDV40","Перущица",2013,4960
"PDV40","Перущица",2014,4931
"PDV40","Перущица",2015,4917
"PDV40","Перущица",2016,4851
"PDV40","Перущица",2017,4798
"PDV40","Перущица",2018,4766
"PDV22","Пловдив",2000,346073
"PDV22","Пловдив",2001,340122
"PDV22","Пловдив",2002,340475
"PDV22","Пловдив",2003,340320
"PDV22","Пловдив",2004,341464
"PDV22","Пловдив",2005,341873
"PDV22","Пловдив",2006,343662
"PDV22","Пловдив",2007,345249
"PDV22","Пловдив",2008,347600
"PDV22","Пловдив",2009,348465
"PDV22","Пловдив",2010,347611
"PDV22","Пловдив",2011,338184
"PDV22","Пловдив",2012,339129
"PDV22","Пловдив",2013,341041
"PDV22","Пловдив",2014,341567
"PDV22","Пловдив",2015,341625
"PDV22","Пловдив",2016,343424
"PDV22","Пловдив",2017,345213
"PDV22","Пловдив",2018,346893
"PDV23","Първомай",2000,31802
"PDV23","Първомай",2001,30791
"PDV23","Първомай",2002,30389
"PDV23","Първомай",2003,30187
"PDV23","Първомай",2004,30008
"PDV23","Първомай",2005,29590
"PDV23","Първомай",2006,29220
"PDV23","Първомай",2007,28887
"PDV23","Първомай",2008,28306
"PDV23","Първомай",2009,27813
"PDV23","Първомай",2010,27398
"PDV23","Първомай",2011,25610
"PDV23","Първомай",2012,25349
"PDV23","Първомай",2013,25108
"PDV23","Първомай",2014,24830
"PDV23","Първомай",2015,24576
"PDV23","Първомай",2016,24197
"PDV23","Първомай",2017,23843
"PDV23","Първомай",2018,23416
"PDV25","Раковски",2000,29173
"PDV25","Раковски",2001,28162
"PDV25","Раковски",2002,27956
"PDV25","Раковски",2003,27878
"PDV25","Раковски",2004,27677
"PDV25","Раковски",2005,27452
"PDV25","Раковски",2006,27250
"PDV25","Раковски",2007,27025
"PDV25","Раковски",2008,26874
"PDV25","Раковски",2009,26683
"PDV25","Раковски",2010,26357
"PDV25","Раковски",2011,26204
"PDV25","Раковски",2012,26126
"PDV25","Раковски",2013,26040
"PDV25","Раковски",2014,25863
"PDV25","Раковски",2015,25765
"PDV25","Раковски",2016,25647
"PDV25","Раковски",2017,25520
"PDV25","Раковски",2018,25373
"PDV26","Родопи",2000,40783
"PDV26","Родопи",2001,33953
"PDV26","Родопи",2002,33933
"PDV26","Родопи",2003,33852
"PDV26","Родопи",2004,33763
"PDV26","Родопи",2005,33531
"PDV26","Родопи",2006,33229
"PDV26","Родопи",2007,32909
"PDV26","Родопи",2008,32527
"PDV26","Родопи",2009,32286
"PDV26","Родопи",2010,31778
"PDV26","Родопи",2011,32363
"PDV26","Родопи",2012,31979
"PDV26","Родопи",2013,31731
"PDV26","Родопи",2014,31449
"PDV26","Родопи",2015,31154
"PDV26","Родопи",2016,30881
"PDV26","Родопи",2017,30498
"PDV26","Родопи",2018,30329
"PDV28","Садово",2000,16293
"PDV28","Садово",2001,16610
"PDV28","Садово",2002,16481
"PDV28","Садово",2003,16422
"PDV28","Садово",2004,16398
"PDV28","Садово",2005,16408
"PDV28","Садово",2006,16300
"PDV28","Садово",2007,16049
"PDV28","Садово",2008,15902
"PDV28","Садово",2009,15714
"PDV28","Садово",2010,15522
"PDV28","Садово",2011,15564
"PDV28","Садово",2012,15369
"PDV28","Садово",2013,15225
"PDV28","Садово",2014,15043
"PDV28","Садово",2015,14940
"PDV28","Садово",2016,14773
"PDV28","Садово",2017,14650
"PDV28","Садово",2018,14504
"PDV43","Сопот",2003,10754
"PDV43","Сопот",2004,10668
"PDV43","Сопот",2005,10623
"PDV43","Сопот",2006,10547
"PDV43","Сопот",2007,10492
"PDV43","Сопот",2008,10398
"PDV43","Сопот",2009,10354
"PDV43","Сопот",2010,10127
"PDV43","Сопот",2011,9768
"PDV43","Сопот",2012,9695
"PDV43","Сопот",2013,9592
"PDV43","Сопот",2014,9511
"PDV43","Сопот",2015,9376
"PDV43","Сопот",2016,9302
"PDV43","Сопот",2017,9245
"PDV43","Сопот",2018,9201
"PDV41","Стамболийски",2000,22990
"PDV41","Стамболийски",2001,22176
"PDV41","Стамболийски",2002,21937
"PDV41","Стамболийски",2003,21809
"PDV41","Стамболийски",2004,21669
"PDV41","Стамболийски",2005,21468
"PDV41","Стамболийски",2006,21378
"PDV41","Стамболийски",2007,21236
"PDV41","Стамболийски",2008,21083
"PDV41","Стамболийски",2009,20879
"PDV41","Стамболийски",2010,20643
"PDV41","Стамболийски",2011,20584
"PDV41","Стамболийски",2012,20452
