"oblast","obshtina","godina","naeti","godzaplata"
"Видин","Видин","2016","12067","7568"
"Видин","Грамада","2016","351","6977"
"Видин","Димово","2016","601","6837"
"Видин","Кула","2016","708","8561"
"Видин","Макреш","2016","143","6522"
"Видин","Ново село","2016","258","7235"
"Видин","Ружинци","2016","311","6814"
"Видин","Чупрене","2016","303","7474"
"Враца","total","2016","36089","10988"
"Враца","Борован","2016","441","6923"
"Враца","Бяла Слатина","2016","3231","7888"
"Враца","Враца","2016","17453","8450"
"Враца","Козлодуй","2016","7628","21359"
"Враца","Криводол","2016","786","9059"
"Враца","Мездра","2016","3183","7689"
"Враца","Мизия","2016","782","7581"
"Враца","Оряхово","2016","1333","8135"
"Враца","Роман","2016","783","7347"
"Враца","Хайредин","2016","469","7458"
"Ловеч","total","2016","33149","8604"
"Ловеч","Априлци","2016","702","7569"
"Ловеч","Летница","2016","1254","13211"
"Ловеч","Ловеч","2016","13190","8874"
"Ловеч","Луковит","2016","2826","8314"
"Ловеч","Тетевен","2016","3122","7033"
"Ловеч","Троян","2016","10044","8257"
"Ловеч","Угърчин","2016","846","7123"
"Ловеч","Ябланица","2016","1165","10141"
"Монтана","total","2016","28121","8624"
"Монтана","Берковица","2016","3186","8237"
"Монтана","Бойчиновци","2016","851","7643"
"Монтана","Брусарци","2016","351","7259"
"Монтана","Вълчедръм","2016","845","9823"
"Монтана","Вършец","2016","1207","7955"
"Монтана","Георги Дамяново","2016","380","7210"
"Монтана","Лом","2016","5330","8129"
"Монтана","Медковец","2016","398","7078"
"Монтана","Монтана","2016","14554","9096"
"Монтана","Чипровци","2016","567","7582"
"Монтана","Якимово","2016","452","8288"
"Плевен","total","2016","58758","8630"
"Плевен","Белене","2016","1344","7623"
"Плевен","Гулянци","2016","989","7184"
"Плевен","Долна Митрополия","2016","2113","7924"
"Плевен","Долни Дъбник","2016","1791","8460"
"Плевен","Искър","2016","780","6730"
"Плевен","Кнежа","2016","2366","8840"
"Плевен","Левски","2016","2938","7906"
"Плевен","Никопол","2016","1154","8018"
"Плевен","Плевен","2016","40649","8879"
"Плевен","Пордим","2016","881","8054"
"Плевен","Червен бряг","2016","3753","8329"
"Велико Търново","total","2016","67110","8934"
"Велико Търново","Велико Търново","2016","31221","9412"
"Велико Търново","Горна Оряховица","2016","11603","8989"
"Велико Търново","Елена","2016","1680","7204"
"Велико Търново","Златарица","2016","452","6658"
"Велико Търново","Лясковец","2016","5266","9077"
"Велико Търново","Павликени","2016","4332","8120"
"Велико Търново","Полски Тръмбеш","2016","1515","7324"
"Велико Търново","Свищов","2016","8247","8544"
"Велико Търново","Стражица","2016","2411","7859"
"Велико Търново","Сухиндол","2016","383","7580"
"Габрово","total","2016","39050","9498"
"Габрово","Габрово","2016","19397","8862"
"Габрово","Дряново","2016","2429","9813"
"Габрово","Севлиево","2016","13940","10840"
"Габрово","Трявна","2016","3284","7329"
"Разград","total","2016","26243","9694"
"Разград","Завет","2016","1280","7641"
"Разград","Исперих","2016","4587","8300"
"Разград","Кубрат","2016","2290","7588"
"Разград","Лозница","2016","1044","7172"
"Разград","Разград","2016","15433","10923"
"Разград","Самуил","2016","969","8754"
"Разград","Цар Калоян","2016","640","7282"
"Русе","total","2016","69406","9287"
"Русе","Борово","2016","757","8079"
"Русе","Бяла","2016","2944","8610"
"Русе","Ветово","2016","2236","10159"
"Русе","Две могили","2016","1266","7921"
"Русе","Иваново","2016","1056","8402"
"Русе","Русе","2016","58777","9348"
"Русе","Сливо поле","2016","1765","10131"
"Русе","Ценово","2016","605","6931"
"Силистра","total","2016","21153","7967"
"Силистра","Алфатар","2016","486","7113"
"Силистра","Главиница","2016","970","8069"
"Силистра","Дулово","2016","3342","7089"
"Силистра","Кайнарджа","2016","534","7739"
"Силистра","Силистра","2016","12541","8319"
"Силистра","Ситово","2016","912","6947"
"Силистра","Тутракан","2016","2368","7915"
"Варна","total","2016","150698","10773"
"Варна","Аврен","2016","1569","8693"
"Варна","Аксаково","2016","3972","9715"
"Варна","Белослав","2016","2347","11816"
"Варна","Бяла","2016","836","8274"
"Варна","Варна","2016","126576","10737"
"Варна","Ветрино","2016","829","7668"
"Варна","Вълчи дол","2016","1349","9195"
"Варна","Девня","2016","5592","16483"
"Варна","Долни чифлик","2016","1847","8198"
"Варна","Дългопол","2016","1493","7759"
"Варна","Провадия","2016","3223","8556"
"Варна","Суворово","2016","1065","11339"
"Добрич","total","2016","40772","8705"
"Добрич","Балчик","2016","6862","9563"
"Добрич","Генерал Тошево","2016","2619","8307"
"Добрич","Добрич-селска","2016","3089","9698"
"Добрич","Добрич","2016","20757","8318"
"Добрич","Каварна","2016","3369","9333"
"Добрич","Крушари","2016","404","8473"
"Добрич","Тервел","2016","2813","8070"
"Добрич","Шабла","2016","859","8565"
"Търговище","total","2016","28808","8963"
"Търговище","Антоново","2016","476","6935"
"Търговище","Омуртаг","2016","2533","7200"
"Търговище","Опака","2016","730","7401"
"Търговище","Попово","2016","5904","9588"
"Търговище","Търговище","2016","19165","9113"
"Шумен","total","2016","42131","9026"
"Шумен","Велики Преслав","2016","2207","7600"
"Шумен","Венец","2016","701","7372"
"Шумен","Върбица","2016","1008","6690"
"Шумен","Каолиново","2016","1017","6786"
"Шумен","Каспичан","2016","2278","9723"
"Шумен","Никола Козлево","2016","584","8153"
"Шумен","Нови пазар","2016","3055","8190"
"Шумен","Смядово","2016","590","7162"
"Шумен","Хитрино","2016","670","7910"
"Шумен","Шумен","2016","30021","9436"
"Бургас","total","2016","123268","9540"
"Бургас","Айтос","2016","3376","7512"
"Бургас","Бургас","2016","72715","10599"
"Бургас","Камено","2016","1551","9804"
"Бургас","Карнобат","2016","9091","8598"
"Бургас","Малко Търново","2016","602","7869"
"Бургас","Несебър","2016","16250","7807"
"Бургас","Поморие","2016","5085","8128"
"Бургас","Приморско","2016","2276","6953"
"Бургас","Руен","2016","3510","7277"
"Бургас","Созопол","2016","3228","7897"
"Бургас","Средец","2016","2245","10060"
"Бургас","Сунгурларе","2016","1298","7549"
"Бургас","Царево","2016","2041","7033"
"Сливен","total","2016","37336","8438"
"Сливен","Котел","2016","1679","7980"
"Сливен","Нова Загора","2016","6211","8108"
"Сливен","Сливен","2016","28042","8558"
"Сливен","Твърдица","2016","1404","8045"
"Стара Загора","total","2016","104411","11250"
"Стара Загора","Братя Даскалови","2016","1249","7764"
"Стара Загора","Гурково","2016","1096","9329"
"Стара Загора","Гълъбово","2016","6454","18307"
"Стара Загора","Казанлък","2016","25910","10255"
"Стара Загора","Мъглиж","2016","1211","8631"
"Стара Загора","Николаево","2016","350","8034"
"Стара Загора","Опан","2016","382","7420"
"Стара Загора","Павел баня","2016","2454","9133"
"Стара Загора","Раднево","2016","11725","19283"
"Стара Загора","Стара Загора","2016","50245","9442"
"Стара Загора","Чирпан","2016","3335","9142"
"Ямбол","total","2016","33106","8625"
"Ямбол","Болярово","2016","575","6938"
"Ямбол","Елхово","2016","2457","8339"
"Ямбол","Стралджа","2016","1496","8338"
"Ямбол","Тунджа","2016","3505","9385"
"Ямбол","Ямбол","2016","25073","8602"
"Благоевград","total","2016","89355","7658"
"Благоевград","Банско","2016","5009","7602"
"Благоевград","Белица","2016","1109","6954"
"Благоевград","Благоевград","2016","26747","8993"
"Благоевград","Гоце Делчев","2016","12099","7500"
"Благоевград","Гърмен","2016","2101","6461"
"Благоевград","Кресна","2016","1066","7012"
"Благоевград","Петрич","2016","16383","6816"
"Благоевград","Разлог","2016","5260","7323"
"Благоевград","Сандански","2016","10211","7154"
"Благоевград","Сатовча","2016","3219","6658"
"Благоевград","Симитли","2016","2214","6680"
"Благоевград","Струмяни","2016","876","6475"
"Благоевград","Хаджидимово","2016","1964","7052"
"Благоевград","Якоруда","2016","1097","6458"
"Кюстендил","total","2016","30241","7942"
"Кюстендил","Бобов дол","2016","4228","9611"
"Кюстендил","Бобошево","2016","278","6585"
"Кюстендил","Дупница","2016","9866","8452"
"Кюстендил","Кочериново","2016","566","5886"
"Кюстендил","Кюстендил","2016","13086","7323"
"Кюстендил","Невестино","2016","346","7297"
"Кюстендил","Рила","2016","663","7486"
"Кюстендил","Сапарева баня","2016","1119","6175"
"Кюстендил","Трекляно","2016","89","7517"
"Перник","total","2016","27148","8449"
"Перник","Брезник","2016","965","7042"
"Перник","Земен","2016","336","7647"
"Перник","Ковачевци","2016","194","5981"
"Перник","Перник","2016","21377","8491"
"Перник","Радомир","2016","3781","8852"
"Перник","Трън","2016","495","7755"
"София","total","2016","60808","11230"
"София","Антон","2016","161","7030"
"София","Божурище","2016","2282","12820"
"София","Ботевград","2016","12000","11224"
"София","Годеч","2016","1360","10715"
"София","Горна Малина","2016","618","8416"
"София","Долна баня","2016","719","9182"
"София","Драгоман","2016","1029","9081"
"София","Елин Пелин","2016","8051","13578"
"София","Етрополе","2016","2434","7630"
"София","Златица","2016","823","7281"
"София","Ихтиман","2016","2697","9068"
"София","Копривщица","2016","387","7053"
"София","Костенец","2016","2363","7419"
"София","Костинброд","2016","5859","12977"
"София","Мирково","2016","..",".."
"София","Пирдоп","2016","2973","17486"
"София","Правец","2016","1511","8675"
"София","Самоков","2016","8018","7668"
"София","Своге","2016","2717","8373"
"София","Сливница","2016","1457","8870"
"София","Чавдар","2016","..","8032"
"София","Челопеч","2016","1187","25043"
"София (столица)","total","2016","723290","15658"
"София (столица)","Столична","2016","723290","15658"
"Кърджали","total","2016","30599","8335"
"Кърджали","Ардино","2016","1745","6699"
"Кърджали","Джебел","2016","1594","8304"
"Кърджали","Кирково","2016","2629","6867"
"Кърджали","Крумовград","2016","2023","7986"
"Кърджали","Кърджали","2016","18562","8950"
"Кърджали","Момчилград","2016","3050","7562"
"Кърджали","Черноочене","2016","996","6709"
"Пазарджик","total","2016","61849","8721"
"Пазарджик","Батак","2016","1552","9038"
"Пазарджик","Белово","2016","1434","8599"
"Пазарджик","Брацигово","2016","1067","6313"
"Пазарджик","Велинград","2016","7439","7328"
"Пазарджик","Лесичово","2016","757","6541"
"Пазарджик","Пазарджик","2016","27801","8207"
"Пазарджик","Панагюрище","2016","8104","14059"
"Пазарджик","Пещера","2016","6252","7990"
"Пазарджик","Ракитово","2016","1846","6401"
"Пазарджик","Септември","2016","3853","8646"
"Пазарджик","Стрелча","2016","683","6499"
"Пазарджик","Сърница","2016","1061","4859"
"Пловдив","total","2016","214899","9911"
"Пловдив","Асеновград","2016","11920","7749"
"Пловдив","Брезово","2016","952","9564"
"Пловдив","Калояново","2016","1592","9088"
"Пловдив","Карлово","2016","8240","7862"
"Пловдив","Кричим","2016","1330","7867"
"Пловдив","Куклен","2016","1198","9048"
"Пловдив","Лъки","2016","1047","12136"
"Пловдив","Марица","2016","12085","11439"
"Пловдив","Перущица","2016","980","7438"
"Пловдив","Пловдив","2016","139441","10349"
"Пловдив","Първомай","2016","5248","7906"
"Пловдив","Раковски","2016","7128","9784"
"Пловдив","Родопи","2016","5471","7788"
"Пловдив","Садово","2016","2351","7814"
"Пловдив","Сопот","2016","6339","10686"
"Пловдив","Стамболийски","2016","2835","9096"
"Пловдив","Съединение","2016","4281","9277"
"Пловдив","Хисаря","2016","2461","8482"
"Смолян","total","2016","31232","8504"
"Смолян","Баните","2016","602","6447"
"Смолян","Борино","2016","660","6256"
"Смолян","Девин","2016","2878","10717"
"Смолян","Доспат","2016","2196","6773"
"Смолян","Златоград","2016","3113","8120"
"Смолян","Мадан","2016","3033","8384"
"Смолян","Неделино","2016","841","5940"
"Смолян","Рудозем","2016","2368","7635"
"Смолян","Смолян","2016","13063","8844"
"Смолян","Чепеларе","2016","2478","9085"
"Хасково","total","2016","51841","7964"
"Хасково","Димитровград","2016","11910","8587"
"Хасково","Ивайловград","2016","1035","6980"
"Хасково","Любимец","2016","1171","7092"
"Хасково","Маджарово","2016","186","7713"
"Хасково","Минерални бани","2016","694","6256"
"Хасково","Свиленград","2016","5427","7858"
"Хасково","Симеоновград","2016","655","7240"
"Хасково","Стамболово","2016","588","7121"
"Хасково","Тополовград","2016","1213","7486"
"Хасково","Харманли","2016","4409","7277"
"Хасково","Хасково","2016","24553","8003"
"Видин","total","2017","16522","8233"
"Видин","Белоградчик","2017","969","7840"
"Видин","Бойница","2017","189","7365"
"Видин","Брегово","2017","570","8121"
"Видин","Видин","2017","11992","8375"
"Видин","Грамада","2017","359","7675"
"Видин","Димово","2017","629","7511"
"Видин","Кула","2017","715","8778"
"Видин","Макреш","2017","171","7358"
"Видин","Ново село","2017","251","8033"
"Видин","Ружинци","2017","386","6887"
"Видин","Чупрене","2017","291","7903"
"Враца","total","2017","38618","11460"
"Враца","Борован","2017","520","7607"
"Враца","Бяла Слатина","2017","3237","8406"
"Враца","Враца","2017","17653","9041"
"Враца","Козлодуй","2017","7946","21474"
"Враца","Криводол","2017","848","9011"
"Враца","Мездра","2017","5073","8786"
"Враца","Мизия","2017","753","8511"
"Враца","Оряхово","2017","1297","8932"
"Враца","Роман","2017","822","8022"
"Враца","Хайредин","2017","469","8054"
"Ловеч","total","2017","33296","9474"
"Ловеч","Априлци","2017","721","8066"
"Ловеч","Летница","2017","1425","14676"
"Ловеч","Ловеч","2017","13087","9754"
"Ловеч","Луковит","2017","2704","8783"
"Ловеч","Тетевен","2017","3048","7662"
"Ловеч","Троян","2017","10250","9085"
"Ловеч","Угърчин","2017","849","7438"
"Ловеч","Ябланица","2017","1212","11888"
"Монтана","total","2017","28339","9297"
"Монтана","Берковица","2017","3277","8719"
"Монтана","Бойчиновци","2017","759","8446"
"Монтана","Брусарци","2017","323","7467"
"Монтана","Вълчедръм","2017","893","10786"
"Монтана","Вършец","2017","1228","8228"
"Монтана","Георги Дамяново","2017","361","7883"
"Монтана","Лом","2017","5263","8766"
"Монтана","Медковец","2017","399","8621"
"Монтана","Монтана","2017","14826","9821"
"Монтана","Чипровци","2017","539","7540"
"Монтана","Якимово","2017","471","9087"
"Плевен","total","2017","58430","9401"
"Плевен","Белене","2017","1305","8214"
"Плевен","Гулянци","2017","1009","8047"
"Плевен","Долна Митрополия","2017","2005","8519"
"Плевен","Долни Дъбник","2017","1734","9372"
"Плевен","Искър","2017","757","7680"
"Плевен","Кнежа","2017","2483","9952"
"Плевен","Левски","2017","2734","8510"
"Плевен","Никопол","2017","1158","8666"
"Плевен","Плевен","2017","40667","9618"
"Плевен","Пордим","2017","851","8953"
"Плевен","Червен бряг","2017","3727","9273"
"Велико Търново","total","2017","67355","9665"
"Велико Търново","Велико Търново","2017","31746","10190"
"Велико Търново","Горна Оряховица","2017","11420","9673"
"Велико Търново","Елена","2017","1664","8010"
"Велико Търново","Златарица","2017","433","7400"
"Велико Търново","Лясковец","2017","5549","9785"
"Велико Търново","Павликени","2017","4274","8888"
"Велико Търново","Полски Тръмбеш","2017","1442","7881"
"Велико Търново","Свищов","2017","8054","9112"
"Велико Търново","Стражица","2017","2409","8586"
"Велико Търново","Сухиндол","2017","364","7902"
"Габрово","total","2017","39260","10522"
"Габрово","Габрово","2017","19398","9649"
"Габрово","Дряново","2017","2413","10791"
"Габрово","Севлиево","2017","14231","12124"
"Габрово","Трявна","2017","3218","8484"
"Разград","total","2017","26483","10453"
"Разград","Завет","2017","1310","8264"
"Разград","Исперих","2017","4638","9014"
"Разград","Кубрат","2017","2307","8229"
"Разград","Лозница","2017","984","7305"
"Разград","Разград","2017","15593","11760"
"Разград","Самуил","2017","1044","9409"
"Разград","Цар Калоян","2017","607","7986"
"Русе","total","2017","69277","10243"
"Русе","Борово","2017","711","8696"
"Русе","Бяла","2017","2886","9484"
"Русе","Ветово","2017","2341","10901"
"Русе","Две могили","2017","1283","8384"
"Русе","Иваново","2017","1079","9007"
"Русе","Русе","2017","58632","10339"
"Русе","Сливо поле","2017","1776","11020"
"Русе","Ценово","2017","569","7577"
"Силистра","total","2017","21126","8672"
"Силистра","Алфатар","2017","497","7725"
"Силистра","Главиница","2017","969","9015"
"Силистра","Дулово","2017","3395","7774"
"Силистра","Кайнарджа","2017","495","9056"
"Силистра","Силистра","2017","12448","8996"
"Силистра","Ситово","2017","968","7457"
"Силистра","Тутракан","2017","2354","8724"
"Варна","total","2017","152519","11700"
"Варна","Аврен","2017","1523","9870"
"Варна","Аксаково","2017","4223","13244"
"Варна","Белослав","2017","2382","12957"
"Варна","Бяла","2017","823","9203"
"Варна","Варна","2017","127974","11585"
"Варна","Ветрино","2017","853","7998"
"Варна","Вълчи дол","2017","1381","10164"
"Варна","Девня","2017","5640","17309"
"Варна","Долни чифлик","2017","1948","8695"
"Варна","Дългопол","2017","1513","8378"
"Варна","Провадия","2017","3192","9317"
"Варна","Суворово","2017","1067","13336"
"Добрич","total","2017","40594","9539"
"Добрич","Балчик","2017","7132","10487"
"Добрич","Генерал Тошево","2017","2562","8909"
"Добрич","Добрич-селска","2017","3059","10770"
"Добрич","Добрич","2017","20526","9052"
"Добрич","Каварна","2017","3277","10480"
"Добрич","Крушари","2017","411","8955"
"Добрич","Тервел","2017","2779","9049"
"Добрич","Шабла","2017","848","9037"
"Търговище","total","2017","28466","9754"
"Търговище","Антоново","2017","611","7009"
"Търговище","Омуртаг","2017","2519","7864"
"Търговище","Опака","2017","711","8013"
"Търговище","Попово","2017","5843","10607"
"Търговище","Търговище","2017","18782","9898"
"Шумен","total","2017","42184","9994"
"Шумен","Велики Преслав","2017","2339","7904"
"Шумен","Венец","2017","722","8899"
"Шумен","Върбица","2017","1005","7472"
"Шумен","Каолиново","2017","1011","7534"
"Шумен","Каспичан","2017","2259","10893"
"Шумен","Никола Козлево","2017","590","10196"
"Шумен","Нови пазар","2017","3108","9054"
"Шумен","Смядово","2017","618","7849"
"Шумен","Хитрино","2017","610","8838"
"Шумен","Шумен","2017","29922","10444"
"Бургас","total","2017","123233","10276"
"Бургас","Айтос","2017","3483","8148"
"Бургас","Бургас","2017","72251","11434"
"Бургас","Камено","2017","1722","11669"
"Бургас","Карнобат","2017","7355","9166"
"Бургас","Малко Търново","2017","537","9409"
"Бургас","Несебър","2017","17288","8169"
"Бургас","Поморие","2017","5178","9283"
"Бургас","Приморско","2017","2461","7335"
"Бургас","Руен","2017","3873","8313"
"Бургас","Созопол","2017","3358","8481"
"Бургас","Средец","2017","2226","10555"
"Бургас","Сунгурларе","2017","1348","8516"
"Бургас","Царево","2017","2153","7589"
"Сливен","total","2017","39212","9113"
"Сливен","Котел","2017","1757","8237"
"Сливен","Нова Загора","2017","6283","8656"
"Сливен","Сливен","2017","29742","9274"
"Сливен","Твърдица","2017","1430","8853"
"Стара Загора","total","2017","105851","12248"
"Стара Загора","Братя Даскалови","2017","1275","8523"
"Стара Загора","Гурково","2017","1138","10454"
"Стара Загора","Гълъбово","2017","6529","19320"
"Стара Загора","Казанлък","2017","27379","11979"
"Стара Загора","Мъглиж","2017","1226","9295"
"Стара Загора","Николаево","2017","364","8989"
"Стара Загора","Опан","2017","391","8003"
"Стара Загора","Павел баня","2017","2593","9955"
"Стара Загора","Раднево","2017","11641","19878"
"Стара Загора","Стара Загора","2017","49828","10217"
"Стара Загора","Чирпан","2017","3487","9755"
"Ямбол","total","2017","31405","9530"
"Ямбол","Болярово","2017","601","7311"
"Ямбол","Елхово","2017","2380","9349"
"Ямбол","Стралджа","2017","1465","9702"
"Ямбол","Тунджа","2017","3769","10105"
"Ямбол","Ямбол","2017","23190","9500"
"Благоевград","total","2017","89746","8297"
"Благоевград","Банско","2017","5269","8116"
"Благоевград","Белица","2017","1189","7337"
"Благоевград","Благоевград","2017","26692","9712"
"Благоевград","Гоце Делчев","2017","11928","7987"
"Благоевград","Гърмен","2017","2114","7693"
"Благоевград","Кресна","2017","1072","7799"
"Благоевград","Петрич","2017","16616","7365"
"Благоевград","Разлог","2017","5336","8141"
"Благоевград","Сандански","2017","10015","7767"
"Благоевград","Сатовча","2017","3164","7344"
"Благоевград","Симитли","2017","2340","7243"
"Благоевград","Струмяни","2017","878","7070"
"Благоевград","Хаджидимово","2017","1991","8069"
"Благоевград","Якоруда","2017","1142","6953"
"Кюстендил","total","2017","29410","8642"
"Кюстендил","Бобов дол","2017","3382","10383"
"Кюстендил","Бобошево","2017","278","6749"
"Кюстендил","Дупница","2017","9940","9120"
"Кюстендил","Кочериново","2017","544","6330"
"Кюстендил","Кюстендил","2017","13101","8144"
"Кюстендил","Невестино","2017","348","7785"
"Кюстендил","Рила","2017","638","8098"
"Кюстендил","Сапарева баня","2017","1094","7090"
"Кюстендил","Трекляно","2017","85","8069"
"Перник","total","2017","27344","9321"
"Перник","Брезник","2017","992","7699"
"Перник","Земен","2017","368","7886"
"Перник","Ковачевци","2017","170","6663"
"Перник","Перник","2017","21637","9429"
"Перник","Радомир","2017","3670","9574"
"Перник","Трън","2017","507","7932"
"София","total","2017","62300","12149"
"София","Антон","2017","154","7467"
"София","Божурище","2017","2499","13732"
"София","Ботевград","2017","12663","12518"
"София","Годеч","2017","1386","11313"
"София","Горна Малина","2017","650","8830"
"София","Долна баня","2017","788","9845"
"София","Драгоман","2017","1154","10017"
"София","Елин Пелин","2017","8801","13912"
"София","Етрополе","2017","2521","8224"
"София","Златица","2017","795","7923"
"София","Ихтиман","2017","2689","9851"
"София","Копривщица","2017","348","8243"
"София","Костенец","2017","2224","7919"
"София","Костинброд","2017","5851","14099"
"София","Мирково","2017","..",".."
"София","Пирдоп","2017","2862","18748"
"София","Правец","2017","1523","9792"
"София","Самоков","2017","8052","8193"
"София","Своге","2017","2649","9507"
"София","Сливница","2017","1383","9186"
"София","Чавдар","2017","..","9189"
"София","Челопеч","2017","1141","26141"
"София (столица)","total","2017","739542","17199"
"София (столица)","Столична","2017","739542","17199"
"Кърджали","total","2017","30749","9285"
"Кърджали","Ардино","2017","1757","7199"
"Кърджали","Джебел","2017","1528","9054"
"Кърджали","Кирково","2017","2746","7405"
"Кърджали","Крумовград","2017","1981","9449"
"Кърджали","Кърджали","2017","18777","9969"
"Кърджали","Момчилград","2017","2918","8649"
"Кърджали","Черноочене","2017","1042","7254"
"Пазарджик","total","2017","61829","9468"
"Пазарджик","Батак","2017","1476","9187"
"Пазарджик","Белово","2017","1300","9453"
"Пазарджик","Брацигово","2017","1056","6777"
"Пазарджик","Велинград","2017","7699","7716"
"Пазарджик","Лесичово","2017","718","7216"
"Пазарджик","Пазарджик","2017","27969","8883"
"Пазарджик","Панагюрище","2017","8284","15417"
"Пазарджик","Пещера","2017","5834","8818"
"Пазарджик","Ракитово","2017","1829","6709"
"Пазарджик","Септември","2017","3832","9612"
"Пазарджик","Стрелча","2017","666","7319"
"Пазарджик","Сърница","2017","1166","5240"
"Пловдив","total","2017","220592","10771"
"Пловдив","Асеновград","2017","12395","8514"
"Пловдив","Брезово","2017","909","10675"
"Пловдив","Калояново","2017","1733","9643"
"Пловдив","Карлово","2017","8028","8768"
"Пловдив","Кричим","2017","1301","8667"
"Пловдив","Куклен","2017","1151","9408"
"Пловдив","Лъки","2017","1000","13307"
"Пловдив","Марица","2017","12171","12613"
"Пловдив","Перущица","2017","926","8307"
"Пловдив","Пловдив","2017","141828","11188"
"Пловдив","Първомай","2017","5473","8522"
"Пловдив","Раковски","2017","7614","11107"
"Пловдив","Родопи","2017","6273","8407"
"Пловдив","Садово","2017","2377","9216"
"Пловдив","Сопот","2017","7326","11675"
"Пловдив","Стамболийски","2017","3113","9746"
"Пловдив","Съединение","2017","4461","10028"
"Пловдив","Хисаря","2017","2513","9393"
"Смолян","total","2017","31771","9133"
"Смолян","Баните","2017","595","7066"
"Смолян","Борино","2017","637","6778"
"Смолян","Девин","2017","2859","11191"
"Смолян","Доспат","2017","2069","7475"
"Смолян","Златоград","2017","3206","8622"
"Смолян","Мадан","2017","3166","9399"
"Смолян","Неделино","2017","991","6521"
"Смолян","Рудозем","2017","2350","8288"
"Смолян","Смолян","2017","13260","9454"
"Смолян","Чепеларе","2017","2638","9642"
"Хасково","total","2017","52676","8537"
"Хасково","Димитровград","2017","12408","8873"
"Хасково","Ивайловград","2017","1024","7541"
"Хасково","Любимец","2017","1140","7815"
"Хасково","Маджарово","2017","194","8524"
"Хасково","Минерални бани","2017","719","7355"
"Хасково","Свиленград","2017","5568","8436"
"Хасково","Симеоновград","2017","653","8025"
"Хасково","Стамболово","2017","577","7781"
"Хасково","Тополовград","2017","1226","7793"
"Хасково","Харманли","2017","4377","7712"
"Хасково","Хасково","2017","24790","8713"
